timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-05T20:41:20,codecarbon,3b9db4f3-ef62-4046-9310-159c481ee0e0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.0773415839976224,2.9206754762048314e-08,9.490904394210038e-09,0.0249,0.0,3.0,6.331404270819499e-10,0.0,7.603506999961004e-08,7.666821042669199e-08,Germany,DEU,saxony-anhalt,,,macOS-14.2.1-arm64-arm-64bit,3.12.8,3.0.2,8,Apple M2,1,Apple M2,11.604,52.1264,8.0,machine,N,1.0
