timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-30T15:09:29,codecarbon,e8f13e1c-219b-4529-8ff7-441c71d631ea,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.0192423749995214,3.537792039491187e-08,1.171748273270624e-08,0.0478,0.0018,3.0,1.4476218979391182e-09,7.763537289993109e-10,9.064364583233934e-08,9.286762145927776e-08,Germany,DEU,saxony-anhalt,,,macOS-14.2.1-arm64-arm-64bit,3.12.8,3.0.2,8,Apple M2,1,Apple M2,11.604,52.1264,8.0,machine,N,1.0
